bsim,8,60000000,52268703,0.871185,4369.34,4374.58,591717,591242,21937.3
bsim,8,70000000,61232740,0.874777,2008.83,3210.72,296814,296278,10033.9
bsim,8,80000000,69753460,0.871933,3761.24,3970.44,610950,610480,18856.3
bsim,8,90000000,78408818,0.871236,5351.17,5220.81,887827,887160,26757.7
metis,2,10000000,4762636,0.476293,0,4786.5,2937,1849.5,154.5
metis,2,20000000,9602334,0.480171,0.5,49482.5,25174,24308.5,968
metis,2,30000000,14291464,0.476427,0,1.56912e+06,773812,795310,31476
metis,2,40000000,18973264,0.47436,0,3.10761e+06,1.53153e+06,1.57607e+06,62259
metis,2,50000000,23977199,0.479544,0,2.27521e+06,1.12237e+06,1.15284e+06,45528.5
metis,2,60000000,27534260,0.458925,0.5,1.03653e+07,5.14793e+06,5.21732e+06,207170
metis,2,70000000,33982415,0.485476,0,32070,14039,18031,590.5
metis,2,80000000,38081985,0.476033,0.5,6.80517e+06,3.3654e+06,3.43978e+06,136092
metis,2,90000000,41363869,0.459613,0.5,1.61986e+07,8.05472e+06,8.14393e+06,323982
metis,4,10000000,7210775,0.721121,0.707107,9960.1,7280.76,2689.19,196.042
metis,4,20000000,14511512,0.725657,0.433013,89625.4,67286.1,22345.8,1773.09
metis,4,30000000,21653021,0.721836,0.707107,1.04577e+06,842641,208367,21009.5
metis,4,40000000,28831355,0.720828,0.707107,1.78347e+06,1.42777e+06,369429,35735.7
metis,4,50000000,36252668,0.725053,0.707107,1.49327e+06,1.20471e+06,296027,29930.5
metis,4,60000000,43016634,0.716977,0.433013,5.18242e+06,3.88862e+06,1.31231e+06,103575
metis,4,70000000,51262354,0.732339,0.707107,31904,24191.6,7757.99,615.967
metis,4,80000000,57842951,0.72305,0.829156,3.76407e+06,3.00057e+06,797257,75255.2
metis,4,90000000,64638281,0.718225,0.433013,8.07232e+06,6.05449e+06,2.04555e+06,161430
metis,8,10000000,8480039,0.848055,0.5,11120.8,9642.13,1486.92,226.287
metis,8,20000000,17047859,0.852489,0.695971,27859.7,24182.9,3683.68,555.316
metis,8,30000000,25542434,0.851495,0,519682,467381,53425.9,10433
metis,8,40000000,34062622,0.851617,0.707107,897606,803666,97235.7,17995.2
metis,8,50000000,42714650,0.854293,0.5,728533,656010,74271.9,14574.6
metis,8,60000000,50956707,0.849317,0.484123,2.61318e+06,2.28774e+06,329836,52239
metis,8,70000000,60104767,0.858663,0.866025,34143.5,29347.5,4862.71,691.475
metis,8,80000000,68332449,0.854171,0.484123,1.89505e+06,1.69634e+06,206523,37889.5
metis,8,90000000,76554641,0.850634,0.599479,4.02806e+06,3.52707e+06,507548,80567
model,2,10000000,4764015,0.47643,31,6357.5,10231.5,3874,13.5
model,2,20000000,9602144,0.480161,28.5,7606.5,12651,5044.5,0.5
model,2,30000000,14319210,0.477352,603,144676,303787,159112,22
model,2,40000000,19040507,0.476042,795,196263,449258,252996,26.5
model,2,50000000,24007442,0.480149,586,146812,363896,217085,0.5
model,2,60000000,28126549,0.468797,3100.5,781071,2.08253e+06,1.30146e+06,23
model,2,70000000,33984354,0.485504,20,2024,11782,9757,12
model,2,80000000,38236117,0.47796,1119.5,282076,840793,558718,0
model,2,90000000,42256425,0.46953,3908.5,973220,3.09343e+06,2.12021e+06,30.5
model,4,10000000,7211218,0.721166,16.7183,4014.94,4984.9,1184.26,6.41775
model,4,20000000,14513284,0.725746,10.0343,2995.17,4715.99,1721.83,6.20484
model,4,30000000,21663631,0.722189,815.526,199962,384383,184423,15.8193
model,4,40000000,28824926,0.720667,1233.85,304594,646239,341715,15.3684
model,4,50000000,36283457,0.725669,831.257,207420,467406,260005,18.5674
model,4,60000000,42925819,0.715463,2531.35,636684,1.51128e+06,876882,30.541
model,4,70000000,51263076,0.732349,6.59545,729.995,2696.02,2009.32,8.8706
model,4,80000000,57801766,0.722535,1882.29,473093,1.25676e+06,784056,22.7321
model,4,90000000,64403909,0.715621,3415.58,852091,2.34079e+06,1.49024e+06,32.5298
model,8,10000000,8481237,0.848175,8.15475,1842.11,2015.68,325.386,2.64575
model,8,20000000,17047425,0.852467,16.8518,4600.29,5401.73,896.365,9.26013
model,8,30000000,25547452,0.851662,405.6,99414.8,148154,48741,15.4024
model,8,40000000,34061780,0.851596,615.269,151570,242034,90498.4,11.6559
model,8,50000000,42726207,0.854524,420.147,103597,173282,69710.7,18.8178
model,8,60000000,50988860,0.849853,1259.03,317616,546498,229714,28.1378
model,8,70000000,60104777,0.858663,6.68954,1420.73,2209.93,1082.13,10.5238
model,8,80000000,68307926,0.853864,935.484,234139,438994,205010,17.1318
model,8,90000000,76552643,0.850611,1710.16,426779,816624,390372,17.1974
